text_a,label
那本书呢拿来。,neutral
是谁在牛角上缚上柴火尖刀,neutral
是了，定是有人在外接应，赶这怪牛来分我之心，趁乱救了她去。,neutral
咦，怎地一霎眼就不见了人,sad
别上当，你师父在骗你。,angry
好啦，不用怕啦，,happy
原来这傻蛋身负绝艺，他小小年纪，怎能练到这一身本事,surprise
这明明是个寻常农家孩童，定是受人差遣送信。只不知写信的人是谁看来倒是好意。当真李莫愁追来，那便如何是好,neutral
新娘子挺俊呀。,happy
臭道士，多半也吃过那李莫愁的苦头，竟吓成这个样子。,surprise
我师父追到啦，傻蛋，你瞧怎么办,angry
仙姑，你老人家住店哎唷，我,angry
师父，有人偷驴子。,surprise
上炕去睡。,neutral
傻蛋，你怎么会使我古墓派的美女拳法,angry
这李莫愁我是打不过的，只有赶快向前夺路逃走。,neutral
喂，叫化儿小道士，瞧见一个跛脚姑娘过去没有,neutral
师弟，你站在一旁瞧着，不必动手，教他丐帮的化子们见识见识我全真教门下的手段。,angry
无怪全真教名头这等响亮，果然是人才辈出，这人再过十年，我哪里还能是他对手看来全真教的掌教，日后定要落在这小道人身上。,neutral
喂，丐帮的朋友，我教你们个法儿，两个人背靠背站着，那就不用转啦。,neutral
敝教与贵帮素来交好，两位千万不可信了旁人挑拨。怨有头，债何主，古墓派的赤练仙子李莫愁明明在此，两位何不找她去,neutral
怕甚么,fear
多谢借剑。,happy
你是全真七子哪一个的门下,angry
我是王重阳的弟子。,neutral
你这小丑八怪不知天高地厚，也不知我是谁，在我面前胆敢捣鬼。,angry
下来，我有话问你。,neutral
后来怎样了,sad
很好，多谢你啦。我姓李名莫愁，江湖上叫我赤练仙子，也有人叫我赤练魔头。你听见过我的名字么,happy
不成，不成，小道不能平白无端的跟后辈动手。,angry
本来嘛，我是不能跟后辈的年轻姑娘们动手的，但你既然定要逼我过招，这样罢，我空手接你拂尘三招。咱们把话说明在先，只过三招，只要你接得住，我就放你走路。但三招一过，你却不能再跟我纠缠不清啦。,angry
凭你这小子也接得住我三招,angry
无孔不入,neutral
无所不至,happy
咦，是你你师父呢,surprise
媳妇儿，快随你汉子走。,angry
凌波，你怎么啦。,surprise
媳妇儿，你若要保全小命，只好拚着伤口疼痛，再跑一晚。,neutral
日前多蒙姑娘援手，大德难忘。,happy
杨爷此刻，还记得那一同出死入生的旧伴么,sad
杨爷，李莫愁识得你，是不是,neutral
动手么,happy
丐帮的两位英雄，请上楼来，贫道有一句话，相烦转达贵帮帮主。,neutral
仙姑有何差遣，自当遵奉。,neutral
两位请看手背。,neutral
去跟你家帮主言道，你丐帮和我姓李的素来河水不犯井水，我一直仰慕贵帮英雄了得，只是无缘谋面，难聆教益，实感抱憾。,sad
你说得倒好听，怎又无缘无故的突下毒手,angry
你帮主若要你二人性命，势必乖乖的拿五毒秘传来求我啊哟不好，若是他抄了个副本留下，却将原本还我，那便如何,angry
我神掌暗器诸般毒性的解法，全在书上载得明白，他们既得此书，何必再来求我,neutral
你二位便留着罢，等你们帮主拿书来赎。,neutral
师父，我看守着不让他们走就是了。,neutral
耶律兄，你我一起出手救人如何,happy
这位兄台高姓大名,neutral
师伯、师姊,happy
你师父当真调教得好徒儿啊。,happy
我师父请问师伯安好。,happy
你丑事便做得，却怕旁人说么,angry
师父好偏心，将这套剑法留着单教师妹。哼，多半是要师妹以此来克制我。这剑法虽奇，难道我就怕了,neutral
甚么姘头,neutral
姓李的，你是人不是口中说人话不说,angry
至阳,neutral
后辈之中竟有这许多好手,surprise
尊师是马钰，还是丘处机,neutral
嘿嘿，全真门下尽是撒谎不眨眼的小子，全真派乘早给我改名为全假派罢。看招,angry
这小子果是极精纯的全真武功，虽然不及丘王刘诸子，却也不输于孙不二。全真门下当真是人才辈出。,happy
好俊功夫,happy
贼贱人，今生今世我再不认你做师伯。,angry
不好。,sad
姑娘尊姓尊师是哪一位,neutral
这是哪一家哪一派的兵刃,neutral
耶律兄，这里手脚施展不开，咱们下楼打罢。,neutral
不用半个时辰，便可尽取这批小鬼的性命。,neutral
这马怎地如此快法,surprise
武家哥哥，又见到这恶女人啦。,angry
你是桃花岛郭家姑娘,happy
你倒识得我。,neutral
小娃娃们，且瞧瞧赤练仙子耍猴儿的手段,neutral
凌波，去罢,happy
她怕了咱们，追啊,happy
打得好，用力打,happy
你哭甚么,sad
难道媳妇儿和丐帮的纠葛尚未了结又莫非丐帮大集人众，要和李莫愁一决雌雄这热闹倒是不可不看。,happy
表妹,neutral
傻蛋，傻蛋你怎么寻到了这里这次可轮到你受伤啦。,angry
这紧急关头。你两位还这般多礼干什么,angry
表姊，你带了这面具儿，常到镇上去买盐米物品，镇上的人都认得你。茶馆掌柜也决想不到李莫愁这样斯文美貌的出家人会不怀好意，自然跟她说了咱们的住处。那魔头谢了，又问镇上什么地方可以借宿，便带了洪师姊去找宿处。她一向害人总是天刚亮时动手，算来还有三个时辰。,neutral
是。那日这魔头到表妹家，便是寅未卯初时分。,neutral
咱们只一匹马。表姊，你陪傻蛋向西逃，我故布疑阵，引她往东追。,neutral
问世间，情是何物，直教生死相许天南地北双飞客，老翅几回寒暑欢乐趣，离别苦，就中更有痴儿女。,sad
流波,neutral
徵弦,neutral
羽弦,neutral
桃夭,neutral
那书呢到底是丐帮取去了不曾,surprise
这帕子请你一并取了去罢,neutral
往事已矣，夫复何言,sad
咄再断一根,angry
桃之夭夭,neutral
这小子的话倒不错，他三人如此死了，确是胜过我活着。,happy
怎么她轻轻易易的便绕过土堆，从大门中进来若不是他三人一伙，便是精通奇门遁甲之术了。,surprise
天上一颗星，地下骨零丁,neutral
瞧不出这女子功力如此深湛。,surprise
我适才攻击的三手，每一手都暗藏九般变化，十二着后招，任他哪一位武林高手均不能等闲视之。这女子只是一叉当胸平刺，便将我六十三手变化尽数消解于无形。此人武功深不可测，赶快走罢,neutral
问世间，情是何物，直教生死相许,sad
鬼鬼爷爷，是杨兄弟的鬼魂。,neutral
谁,neutral
师父说，李莫愁知他是大宗师的身份。那晚既在茅舍中有心要制她死命而未能成功，一击不中，就耻于二次再行出手。,neutral
表姊，傻蛋，不用岛主出手，咱三个跟她拚了。,angry
我自负不世奇才，却也要到三十岁后方能达到这步田地。这少年竟比我早了十年以上，不知他曾有何等异遇,surprise
是五毒神掌和拂尘上的功夫。,neutral
师父,neutral
恶女人，背后，打我。傻姑，反手，打她。,angry
剪断，恶女人的扫帚剪断扫帚,angry
