text_a,label
大圣何来？,neutral
徒弟们仔细，前遇山高，恐有虎狼阻挡。,neutral
你这个风泼和尚，想是在方上云游，学了些书符咒水的法术，只可驱邪缚鬼，还不曾撞见这等狠毒的怪哩。,angry
师父，没甚大事。有便有个把妖精儿，只是这里人胆小，放他在心上。有我哩，怕他怎的？走路，走路！,neutral
你罢软的老和尚，捉掐的弼马温，面弱的沙和尚！他都在那里自在，捉弄我老猪来跄路！大家取经，都要望成正果，偏是教我来巡甚么山！哈哈哈！晓得有妖怪，躲着些儿走。还不彀一半，却教我去寻他，这等晦气哩！我往那里睡觉去，睡一觉回去，含含糊糊的答应他，只说是巡了山，就了其帐也。,angry
这呆子！石头又不是人，又不会说话，又不会还礼的，唱他喏怎的，可不是个瞎帐？,angry
兄弟，我们多少时不巡山了？,angry
那来的甚么人？,surprise
哥哥啊，拿将一个来了。,neutral
悟空！怎么悟能这番巡山，去之久而不来？,surprise
兄弟，你既拿了八戒，断乎就有唐僧。再去巡巡山来，切莫放过他去。,happy
几年间闻说孙行者，今日才知话不虚传果是真。,surprise
你这个泼魔，怎么敢来惹我？你也问问老孙是几年的人儿！你这般鬼话儿，只好瞒唐僧，又好来瞒我？我认得你是这山中的怪物，想是要吃我师父哩。我师父又非是等闲之辈，是你吃的！你要吃他，也须是分多一半与老孙是。,angry
拿来我看。,neutral
这山是谁的？,surprise
你二位从那里来的？,surprise
即去与我奏上玉帝，说老孙皈依正果，保唐僧去西天取经，路阻高山，师逢苦厄。妖魔那宝，吾欲诱他换之，万千拜上，将天借与老孙装闭半个时辰，以助成功。若道半声不肯，即上灵霄殿，动起刀兵！,neutral
这泼猴头，出言无状，前者观音来说，放了他保护唐僧，朕这里又差五方揭谛、四值功曹轮流护持，如今又借天装，天可装乎？,angry
罢了，罢了！这是孙行者假妆神仙骗哄去了！那猴头神通广大，处处人熟，不知那个毛神放他出来，骗去宝贝！,angry
打死他有何难事？但他奶奶身边有那幌金绳，又不知住在何处，等我且问他一问再打。,angry
老孙既显手段，变做小妖，来请这老怪，没有个直直的站了说话之理，一定见他磕头才是。我为人做了一场好汉，止拜了三个人：西天拜佛祖，南海拜观音，两界山师父救了我，我拜了他四拜。为他使碎六叶连肝肺，用尽三毛七孔心。一卷经能值几何？今日却教我去拜此怪。若不跪拜，必定走了风讯。苦啊！算来只为师父受困，故使我受辱于人！,angry
奶奶磕头。,happy
我儿，请我来有何事干？,angry
兄弟，把唐僧与沙僧、八戒、白马、行李都送还那孙行者，闭了是非之门罢。,neutral
孙行者！快还我宝贝与我母亲来，我饶你唐僧取经去！,angry
贤弟，我与你递个锺儿。,neutral
妖魔那里去了？,surprise
和尚那里去？还我宝贝来！,angry
老院主，弟子问讯了！,neutral
可怜啊！我弟子可是那等样没脊骨的和尚？,angry
是也禁不得，假若就一棍打杀一个，我师父又怪我行凶了。且等我另寻一个甚么打与你看看。,angry
唐老爷，请方丈里坐。,neutral
院主请起，再不必行礼，作践贫僧，我和你都是佛门弟子。,neutral
徒弟。,neutral
陛下，你说的这话全不在理。既死三年，那文武多官，三宫皇后，遇三朝见驾殿上，怎么就不寻你？,angry
哥哥，这是甚么东西？,surprise
不可搅扰僧人，出来乱走。待我成功之后，共汝等同行。,happy
师父，来了，来了！,happy
这个和尚无礼！我今半朝銮驾进山，虽无旨意知会，不当远接，此时军马临门，也该起身，怎么还坐着不动？,angry
你是那方来的，使这般隐身法欺我！,angry
这厮当言不言，如何这等哂笑？,angry
孩儿，你有甚事，话不终就走？,neutral
师父，我来了。,happy
唵蓝净法界,neutral
师父。,neutral
凭你怎生裁处？,angry
且叹他做甚？快干我们的买卖去来！,angry
大王，祸事了！井上落一个长嘴大耳的和尚来了！赤淋淋的，衣服全无，还不死，逼法说话哩。,angry
天蓬元帅，请里面坐。,neutral
徒弟，看甚么？,neutral
陛下，你不知那世里冤家，今生遇着他，暗丧其身，抛妻别子，致令文武不知，多官不晓！可怜你妻子昏蒙，谁曾见焚香献茶？,sad
各要仔细，偷丹的贼又来也。,neutral
徒弟啊，我们就此进朝倒换关文，省得又拢那个衙门费事。,angry
