text_a,label
为什么出尔反尔？,angry
你竟然还会这招？,surprise
谢谢你的帮助。,happy
长春,neutral
在下要上山了，各位若是阻拦，莫怪无礼。,happy
大胆贼子，竟敢到重阳宫来撒野,angry
此人一到，我教无忧矣,happy
郭兄留神,neutral
不用等到十年，我丘处机就来寻你。,happy
出去罢,neutral
我带来的孩子呢，是谁收留着莫要被火伤了。,sad
这位不是祖师爷了罢我瞧不用磕头啦。,surprise
靖儿，你武功早已远胜我辈，何以不自己传他武艺,neutral
志敬主持外阵，敌友不分，当真无用。我正自奇怪，怎地外边安下了这么强的阵势，竟然转眼间就让敌人冲了进来，攻了我们一个措手不及。哼，原来他调动北斗大阵去阻拦你来着。,surprise
那可怪不得众位道兄。弟子在山下普光寺中，无意间在道长题诗的碑上重重拍了一掌，想是因此惹起众道友的误会。,surprise
此事说来话长，靖儿，我带你去看一件物事。,neutral
过儿，你在这儿别走开。,neutral
这里刻得有字。,neutral
此事说来骇人听闻，但确是用手指写的,surprise
这诗的意思你懂么,neutral
重阳祖师是你师父，是全真教的开山祖师，当年华山论剑，功夫天下第一。,neutral
事隔多年，先师的故人好友、同袍旧部接连来访，劝他出墓再干一番事业。先师心灰意懒，又觉无面目以对江湖旧侣，始终不肯出墓。直到八年之后，先师一个生平劲敌在墓门外百般辱骂，连激他七日七夜，先师实在忍耐不住，出洞与之相斗。岂知那人哈哈一笑，说道：你既出来了，就不用回去啦先师恍然而悟，才知敌人倒是出于好心，乃是可惜他一副大好身手埋没在坟墓之中，是以用计激他出墓。二人经此一场变故，化敌为友，携手同闯江湖。,happy
不是。论到武功，此人只有在四大宗师之上，只因她是女流，素不在外抛头露面，是以外人知道的不多，声名也是默默无闻。,neutral
那又不必了。,neutral
这位前辈的指上功夫，也确是骇人听闻。,surprise
这何消说得你想当世之间，论指力是谁第一,angry
谅你这傻孩子也想不通这中间的机关。那位女前辈右手手指书写之前，左手先在石面抚摸良久，原来她左手掌心中藏着一大块化石丹，将石面化得软了，在一炷香的时刻之内，石面不致变硬。黄岛主识破了其中巧妙，下山去采药配制化石丹，这才回来依样葫芦。,neutral
先师初为道士，心中甚是不平，但道书读得多了，终于大彻大悟，知道一切全是缘法，又参透了清净虚无的妙诣，乃苦心潜修，光大我教。推本思源，若非那位女前辈那么一激，世间固无全真教，我丘某亦无今日，你郭靖更不知是在何处了。,neutral
但不知这位女前辈名讳怎生称呼，她可还在世上么,neutral
正是。不知她可有后人留下,neutral
啊,neutral
你没伤她也好，否则麻烦多得紧。她的师妹姓龙,angry
那也是重阳官该遭此劫。若非阴错阳差，生了这个误会，不但北斗大阵必能挡住那批邪魔，而你早得一时三刻上山，郝师弟也不致身受重伤。,neutral
这姓龙的女子名字叫作甚么，外人自然无从得知，那些邪魔外道都叫她小龙女，咱们也就这般称呼她罢。十八年前的一天夜里，重阳宫外突然有婴儿啼哭之声，宫中弟子出去察看，见包袱中裹着一个婴儿，放在地下。重阳宫要收养这婴儿自是极不方便，可是出家人慈悲为本，却也不能置之不理，那时掌教师兄和我都不在山上，众弟子正没做理会处，一个中年妇人突然从山后过来，说道：这孩子可怜，待我收留了她罢众弟子正是求之不得，当下将婴儿交给了她。后来马师兄与我回宫，他们说起此事，讲到那中年妇人的形貌打扮，我们才知是居于活死人墓中的那个丫鬟。她与我们全真七子曾见过几面，但从未说过话。两家虽然相隔极近，只因上辈的这些纠葛，当真是鸡犬相闻，却老死不相往来。我们听过算了，也就没放在心上。,neutral
她小小一个女该子，又从不出外，怎能跟这些邪魔外道结仇生怨,angry
是啊。原来她们师父教了李莫愁几年功夫，瞧出她本性不善，就说她学艺已成，令她下山。李莫愁当师父在世之日虽然作恶，总还有几分顾忌，待师父一死，就借吊祭为名，闯入活死人墓中，想将师妹逐出。,neutral
此事只怕江湖上传闻失实。,neutral
那是王师弟听丐帮中一位朋友说的，到底小龙女是不是当真胜过了师姊李莫愁，其时并无第三人在场，谁也不知，只是江湖上有人这么说罢了。这一来，李莫愁更是心怀怨忿，知道师父偏心，将最上乘的功夫留着给师妹。于是她传言出来，说道某年某月某日，活死人墓中的小龙女要比武招亲,neutral
