"李世民来了，李世民来了！
",happy
"长老何来？
",neutral
"千岁放心，顽徒虽是貌丑，却都心良。
",happy
"父王今日为何有此惊恐？
",fear
"甚么取经的和尚！在那里？
",surprise
"你那钯只好与我这钯做孙子罢了！
",angry
"父王万千之喜！今有莫大之功也！适才可曾看见半空中舞弄么？
",happy
"尊师之兵器，还借出与弟子们看看。
",neutral
"你三人不知学那般武艺。
",neutral
"告尊师，恕弟子之罪。自当年在两界山蒙师父大德救脱弟子，秉教沙门，一向西来，虽不曾重报师恩，却也曾渡水登山，竭尽心力。今来佛国之乡，幸遇贤王三子，投拜我等，欲学武艺。彼既为我等之徒弟，即为我师之徒孙也。谨禀过我师，庶好传授。
",happy
"感蒙神师授赐了膂力，纵然轮得师的神器，只是转换艰难。意欲命工匠依师神器式样，减削斤两，打造一般，未知师父肯容否？
",neutral
"小主啊，神师的三般兵器，都不知那里去了！
",surprise
"想是师父今夜收拾去了。
",neutral
"神师兵器，本不同凡，就有百十余人也禁挫不动；况孤在此城，今已五代，不是大胆海口，孤也颇有个贤名在外，这城中军民匠作人等，也颇惧孤之法度，断是不敢欺心，望神师再思可矣。
",neutral
"想是老猪的宝贝，霞彩光明，所以买猪羊，治筵席庆贺哩。但如今怎得他来？
",sad
"呵，呵！
",angry
"你是甚么人，敢弄虚头，骗我宝贝！
",angry
"师父，我们已得胜回来也！
",happy
"贤孙，你昨日下柬，今早正欲来赴会，你又亲来，为何发悲烦恼？
",sad
"原来是他。我贤孙，你错惹了他也！
",angry
"祸事，祸事！
",angry
"这场事甚是利害呀！悟能性命，不知有无？
",neutral
"我先去也！
",angry
"神师啊，我殿下父子并你师父，性命休矣！这孤城怎生是好？
",sad
"取绳索来！
",neutral
"爷爷，外面是闹天宫的齐天大圣来了。
",happy
"爷爷，小的们工都完了。
",neutral
