"你这业畜，姓名也不知，父母也不识，还在此捣甚么鬼！
",angry
"父母之仇，不能报复，何以为人？十八年来，不识生身父母，至今日方知有母亲。此身若非师父捞救抚养，安有今日？容弟子去寻见母亲，然后头顶香盆，重建殿宇，报答师父之深恩也！
",sad
"我婆婆不知音信，我丈夫被这贼谋杀，我的儿子抛在江中，倘若有人收养，算来有十八岁矣，或今日天教相会，亦未可知。
",sad
"你这小师父，还是自幼出家的？还是中年出家的？姓甚名谁？可有父母否？
",neutral
"汝今母子相会，恐奸贼知之，可速速抽身回去，庶免其祸。
",neutral
"昔年江州陈客官有一母亲住在你店中，如今好么？
",sad
"念玄奘一十八岁，父母之仇不能报复。今日领母命来寻婆婆，天若怜鉴弟子诚意，保我婆婆双眼复明！
",happy
"儿与外公，统兵至此，与父报仇。今日贼已擒捉，母亲何故反要寻死？母亲若死，孩儿岂能存乎？
",sad
"你们为何在此？
",angry
"莫不是我孙儿来也？
",surprise
"臣星等蒙圣旨，选得高僧一名陈玄奘。
",neutral
"袈裟要五千两，锡杖要二千两。
",neutral
"萧瑀来奏何事？
",neutral
"大法长老，实不瞒你，朕今大开善教，广种福田，见在那化生寺聚集多僧，敷演经法。内中有一个大有德行者，法名玄奘。朕买你这两件宝物，赐他受用。你端的要价几何？
",neutral
"求证善事，有劳法师，无物酬谢。早间萧星迎着二僧，愿送锦襕异宝袈裟一件，九环锡杖一条。今特召法师领去受用。
",neutral
"好个法师，真是个活罗汉下降，活菩萨临凡！
",happy
"那和尚，你只会谈小乘教法，可会谈大乘么？
",angry
"且收胜会，待我差人取得大乘经来，再秉丹诚，重修善果。
",neutral
"发誓愿上西天，实否？
",neutral
"今日是人专吉星，堪宜出行远路。
",happy
"弟子陈玄奘，前往西天取经，但肉眼愚迷，不识活佛真形。今愿立誓：路中逢庙烧香，遇佛拜佛，遇塔扫塔。但愿我佛慈悲，早现丈六金身，赐真经，留传东土。
",happy
"唵嘛呢叭咪吽
",neutral
"师父莫怕他，他是送衣服与我的。
",happy
"你家姓甚？
",angry
"陛下，多蒙盛设，酒已彀了。请登宝殿，倒换关文，赶天早，送他三人出城罢。
",neutral
"你等安寝，待我扫塔去来。
",happy
"圣僧尊号？
",surprise
"长老哥哥妙人，请一杯交欢酒儿。
",happy
"大王饶命，饶命！
",angry
"师从何来？
",neutral
"圣僧来耶？
",surprise
"弟子玄奘，奉东土大唐皇帝旨意，遥诣宝山，拜求真经，以济众生。望我佛祖垂恩，早赐回国。
",happy
"圣僧东土到此，有些甚么人事送我们？快拿出来，好传经与你去。
",neutral
