"人间
",neutral
"既是逐渐行来的也罢。你姓甚么？
",neutral
"你在班中，怎么颠狂跃舞，不听我讲？
",angry
"好猴儿，好猴儿！
",happy
"那推水来的是何神圣？说个明白，好通报迎接。
",neutral
"孙悟空
",neutral
"上仙留名，上仙留名！
",happy
"我也不记寿数几何，且只消了名字便罢，取笔过来！
",neutral
"臣领圣旨，已宣妖仙到了。
",neutral
"万岁，新任弼马温孙悟空，因嫌官小，昨日反下天宫去了。
",happy
"臣等奉圣旨出师下界，收伏妖仙孙悟空，不期他神通广大，不能取胜，仍望万岁添兵剿除。
",neutral
"臣奉诏宣弼马温孙悟空已到。
",neutral
"圣经云：‘出其言善，则千里之外应之；出其言不善，则千里之外违之。’你既有此心，待我到了东土大唐国寻一个取经的人来，教他救你。你可跟他做个徒弟，秉教伽持，入我佛门，再修正果，如何？
",neutral
"徒弟啊，你姓什么？
",angry
"师父莫怕他，他是送衣服与我的。
",happy
"孙悟空，你怎么不受教诲，不保唐僧，来此处何干？
",angry
"圣僧请起，失迎失迎。
",sad
"道人作揖。
",neutral
"大圣何来？
",neutral
"你怎么不保唐僧？为甚事又来见我？
",angry
"孙悟空，那里去？
",surprise
"菩萨来了，快接快接！
",happy
"大圣爷爷，你往那里去？带挈我们耍子几年也好。
",angry
"那汉子，我与你没甚相干，怎么把我儿子拿去？他老子利害，有些差错，决不与你干休！
",angry
"孙悟空
",neutral
"呀！浑家，你怎么拿出这一副嘴脸来耶？
",angry
"这山是谁的？
",surprise
"天蓬元帅，请里面坐。
",neutral
"孙悟空，且休下手！
",happy
"是甚么人，在我这里吆喝！
",angry
"大圣，那里去？
",surprise
"儿从何来？
",neutral
