"这姓龙的女子名字叫作甚么，外人自然无从得知，那些邪魔外道都叫她小龙女，咱们也就这般称呼她罢。十八年前的一天夜里，重阳宫外突然有婴儿啼哭之声，宫中弟子出去察看，见包袱中裹着一个婴儿，放在地下。重阳宫要收养这婴儿自是极不方便，可是出家人慈悲为本，却也不能置之不理，那时掌教师兄和我都不在山上，众弟子正没做理会处，一个中年妇人突然从山后过来，说道：这孩子可怜，待我收留了她罢众弟子正是求之不得，当下将婴儿交给了她。后来马师兄与我回宫，他们说起此事，讲到那中年妇人的形貌打扮，我们才知是居于活死人墓中的那个丫鬟。她与我们全真七子曾见过几面，但从未说过话。两家虽然相隔极近，只因上辈的这些纠葛，当真是鸡犬相闻，却老死不相往来。我们听过算了，也就没放在心上。
",neutral
"去年春天，我与王师弟赴西北有事，在甘州一位大侠家中盘桓，竟听到了一件惊人的消息。说道一年之后，四方各处的邪魔外道要群集终南山，有所作为。终南山是全真教的根本之地，他们上山来自是对付我教，那岂可不防我和王师弟还怕这讯息不确，派人四出打听，果然井非虚假。只是他们上终南山未却不是冲着我教，而是对那活死人墓中的小龙女有所图谋。
",fear
"李莫愁很是生气，再闯第三道门，却中了她师父事先伏下的毒计，若非小龙女给她治伤疗毒，当场就得送命。她知道厉害，只得退出，但如此缩手，哪肯甘心后来又闯了几次，每次都吃了大亏。最后一次竟与师妹动手过招。那时小龙女不过十五六岁年纪，武功却已远胜师姊，如不是手下容让，取她性命也非难事
",neutral
"那是王师弟听丐帮中一位朋友说的，到底小龙女是不是当真胜过了师姊李莫愁，其时并无第三人在场，谁也不知，只是江湖上有人这么说罢了。这一来，李莫愁更是心怀怨忿，知道师父偏心，将最上乘的功夫留着给师妹。于是她传言出来，说道某年某月某日，活死人墓中的小龙女要比武招亲
",neutral
"她扬言道：若是有谁胜得小龙女，不但小龙女委身相嫁，而墓中的奇珍异宝、武功秘笈，也尽数相赠。那些邪魔外道本来不知小龙女是何等样人，但李莫愁四下宣扬，说她师妹的容貌远胜于她。这赤练仙子据说甚是美貌，姿色莫说武林中少见，就是大家闺秀，只怕也是少有人及。
",neutral
"我们又探听到，这些妖邪对全真教也不是全无顾忌。他们大举集人齐上终南山来，我们倘若干预此事，索性乘机便将全真教挑了，除了这眼中之钉。我和王师弟得到讯息，决意跟众妖邪周旋一番，当即传出法帖，召集本教各代道侣，早十天都聚在重阳宫中。只刘师哥和孙师妹在山西，不及赶回。我们一面操演北斗阵法，一面送信到墓中，请小龙女提防。哪知此信送入，仍是没有回音，小龙女竟然全不理睬。
",neutral
"孽障，孽障
",angry
"小王蒙古霍都，敬向小龙女恭贺芳辰。
",happy
"闻道龙姑娘扬言天下，今日比武招亲，小王不对，特来求教，请龙姑娘不吝赐招。
",neutral
"连大名鼎鼎的全真教也阻挡不了我们，谅那小龙女孤身一个小小女子，济得甚事
",sad
"那小龙女不知用何妙法驱退群邪
",neutral
"小人知错啦，求小龙女仙姑救命
",happy
"早知我们这位芳邻如此神通广大，全真教大可不必多事。
",neutral
"姑娘不必多礼。贫道丘处机率弟子郭靖，敬祝姑娘芳辰。
",happy
"弟子杨过，拜见婆婆，拜见龙姑姑。
",neutral
"啊，你叫杨过，不用多礼。
",neutral
"我这苦命的孩子。
",sad
"姑娘，这孩子若是回到重阳宫中。他师父定要难为他。
",sad
"你到哪里去
",neutral
"说甚么也不能计他们将孩子抢去。
",angry
"这孩子是你甚么人你凭什么来横加插手
",angry
"臭道土，贼头狗脑的山羊胡子牛鼻子，你这般打我，我为甚么还认你为师不错，我已拜了孙婆婆为师，又拜了龙姑姑为师啦。
",angry
"你放心，我定要说得她收你为止。
",happy
"你到哪里去
",neutral
"龙姑姑，这恶道士把把婆婆打死啦
",angry
"龙姑姑
",neutral
"婆婆，你怎么啦
",surprise
"照料他一生一世
",happy
