"谁叫你送来的？难为他费心，那里就冷死了我！""雪雁道：“紫鹃姐姐怕姑娘冷，使我送来的。
",angry
"你们在这里小心着，我家里换了衣服就来，悄悄的回姨太太，别由着他，多给他吃。
",neutral
"站着，我趁势洗了就完了，省得又过去费事。
",neutral
"这不又来了一个。
",surprise
"还是这么高兴.""因打发人去到园里告诉：“有要逛的，只管初一跟了老太太逛去。
",happy
"双，双，诚为命薄人矣.然你虽命薄，尚有孀母弱弟，今日林黛玉之命薄，一并连孀母弱弟俱无.古人云`佳人命薄，然我又非佳人，何命薄胜于双哉！""一面想，一面只管走，不防廊上的鹦哥见林黛玉来了，嘎的一声扑了下来，倒吓了一跳，因说道：“作死的，又扇了我一头灰。
",sad
"怪冷的，他一个人在这里作什么？春天凡有残疾的人都犯病，敢是他犯了呆病了？""一边想，一边便走过来蹲下笑道：“你在这里作什么呢？""宝玉忽见了雪雁，便说道：“你又作什么来找我？你难道不是女儿？他既防嫌，不许你们理我，你又来寻我，倘被人看见，岂不又生口舌？你快家去罢了。
",neutral
"太太做什么呢？""雪雁道：“也歇觉，所以等了这半日.姐姐你听笑话儿：我因等太太的工夫，和玉钏儿姐姐坐在下房里说话儿，谁知赵姨奶奶招儿叫我.我只当有什么话说，原来他和太太告了假，出去给他兄弟伴宿坐夜，明儿送殡去，跟他的小丫头子小吉祥儿没衣裳，要借我的月白缎子袄儿.我想他们一般也有两件子的，往脏地方儿去恐怕弄脏了，自己的舍不得穿，故此借别人的.借我的弄脏了也是小事，只是我想，他素日有些什么好处到咱们跟前，所以我说了：`我的衣裳簪环都是姑娘叫紫鹃姐姐收着呢.如今先得去告诉他，还得回姑娘呢.姑娘身上又病着，更费了大事，误了你老出门，不如再转借罢.""紫鹃笑道：“你这个小东西子倒也巧.你不借给他，你往我和姑娘身上推，叫人怨不着你.他这会子就下去了，还是等明日一早才去？""雪雁道""~这会子就去的，只怕此时已去了。
",neutral
"若问我，答应我就来。
",neutral
"你们姑娘从来不吃这些凉东西的，拿这些瓜果何用？不是要请那位姑娘奶奶么？""雪雁笑道：“我告诉你，可不许你对姑娘说去。
",angry
"这一回的劲大，姑娘来放罢。
",happy
"这里是林姑娘的屋子么？""那位姐姐在这里呢？""雪雁出来一看，模模糊糊认得是薛姨妈那边的人，便问道：“作什么？""婆子道：“我们姑娘打发来给这里林姑娘送东西的.""雪雁道：“略等等儿。
",neutral
"姑娘，你还没睡着么？又咳嗽起来了，想是着了风了.这会儿窗户纸发清了，也待好亮起来了.歇歇儿罢，养养神，别尽着想长想短的了。
",neutral
"林姑娘怎么这早晚还不出门？我们姑娘和姑娘都在四姑娘屋里讲究四姑娘画的那张园子景儿呢。
",surprise
"林姑娘怎么不来？""翠缕道：“林姑娘昨日夜里又犯了病了，咳嗽了一夜.我们听见雪雁说，吐了一盒子痰血。
",neutral
"姑娘喝一口汤罢？""黛玉微微应了一声.紫鹃复将汤递给雪雁，自己上来搀扶黛玉坐起，然后接过汤来，搁在唇边试了一试，一搂着黛玉肩臂，一端着汤送到唇边.黛玉微微睁眼喝了两口，便摇摇头儿不喝了.紫鹃仍将碗递给雪雁，轻轻扶黛玉睡下.
",neutral
"紫鹃妹妹在家么？""雪雁连忙出来，见是袭人，因悄悄说道：“姐姐屋里坐着。
",neutral
"妹妹，回来见了老太太，别象刚才那样冒冒失失的了。
",happy
"姐姐屋里坐着。
",neutral
"宝二爷，今日这样高兴。
",happy
