"郭大侠名震武林，倒要瞧瞧他是不是果有真才实学。
",neutral
"在下桃花岛郭靖，上山拜见丘真人。
",neutral
"守在山下的冯师弟、卫师弟传上讯来，说这这位郭大侠在普光寺中拍击石碑，只道他定定是敌人一路。
",neutral
"黄帮主到啦，今晚九成要聚会。
",neutral
"这位是郭大侠，这位是郭夫人黄帮主。
",neutral
"是郭大侠夫妇的女儿。
",neutral
"郭大侠，贫道有负重托，实在惭愧得很，今日是负荆请罪来啦。
",sad
"贫道怎敢妄居杨爷的师尊郭大侠，你别出言讥刺。我们全真教并没得罪您郭大侠，何必当面辱人杨大爷，小道士给您老人家磕头赔礼，算是我瞎了眼珠，不识得英雄好汉
",angry
"志敬，好好跟郭大侠和黄帮主说个明白。你这般暴躁，成甚么样子咱们修道人修的是甚么道
",angry
"我就是怕他聪明反被聪明误，因此只教他读书，不传武功。盼他将来成为一个深明大义、正正派派的好男儿，纵使不会半点武功，咱们将芙儿许他，也是心满意足的了。
",happy
"郭靖郭大侠
",happy
"师父，我给你老人家引见中原两位大名鼎鼎的英雄
",neutral
"有种就跟郭大侠较量，没胆子的就夹着尾巴走罢。
",neutral
"郭大侠，今日比武是我们胜了，我师金轮法王是天下武林盟主。可有哪一位不服
",angry
"中原蛮子诡计多端，倚多为胜，不是英雄好汉，大伙儿随我走罢。
",neutral
"我辈练功学武，所为何事行侠仗义、济人困厄固然乃是本分，但这只是侠之小者。江湖上所以尊称我一声郭大侠，实因敬我为国为民、奋不顾身的助守襄阳，然我才力有限，不能为民解困，实在愧当大侠两字。你聪明智慧过我十倍，将来成就定然远胜于我，这是不消说的。
",happy
"大蒙古国第一护国法师金轮法王书奉襄阳城郭大侠尊前：昨宵夜猎，邂逅贤徒武氏昆仲，常言名门必出高弟，诚不我欺。老衲久慕大侠风采，神驰想像，盖有年矣。日前大胜关英雄宴上一会，匆匆未及深谈，兹特移书，谨邀大驾。军营促膝，杯酒共欢，得聆教益，洵足乐也。尊驾一至，即令贤徒归报平安如何
",happy
"小可前来下书，岂难道南朝礼节是暗中接见宾客么倘若有何见不得人之事，小可少待再来如何
",neutral
"蒙古第一护国法师金轮法王致候郭大侠足下：适才在顾，得仰风采，实慰平生，原期秉烛夜谈，岂料青眼难屈，何老衲之不足承教若斯，竟来去之匆匆也古人言有白头如新，倾盖如故，悠悠我心，思君良深。明日回拜，祈勿拒人于千里之外也。
",sad
"郭靖郭大侠，老袖来访，你怎地不见客人
",neutral
"龙姑娘，黄帮主与郭大侠安好罢
",happy
