"汝今母子相会，恐奸贼知之，可速速抽身回去，庶免其祸。
",neutral
"今有臣婿状元陈光蕊，带领家小江州赴任，被稍水刘洪打死，占女为妻；假冒臣婿，为官多年。事属异变。乞陛下立发人马，剿除贼寇。
",neutral
"这妄言祸福的妖人，擅惑众心的泼汉！你卦又不灵，言又狂谬！说今日下雨的时辰点数俱不相对，你还危然高坐，趁早去，饶你死罪！
",angry
"陛下，救我，救我！
",fear
"朕夜间得一怪梦，梦见一人迎面拜谒，口称是泾河龙王，犯了天条，该人曹官魏征处斩，拜告寡人救他，朕已许诺。今日班前独不见魏征，何也？
",surprise
"赦卿无罪。
",happy
"陛下，海浅河枯曾有见，这般异事却无闻。
",surprise
"六道轮回
",neutral
"陛下呵，此间乃出头之处，小判告回，着朱太尉再送一程。
",neutral
"陛下，趱动些，趁早赶时辰进城去也。
",neutral
"陛下有甚么放不下心处，说与我等，不要弄鬼，惊骇了眷族。
",neutral
"有事出班来奏，无事退朝。
",neutral
"你是甚人，敢来此处？
",angry
"宫主娘娘跌死也！
",angry
"万岁，今有进瓜果人刘全还魂，在朝门外等旨。
",happy
"朕别阎君，曾问宫中之事，他言老幼俱安，但恐御妹寿促。却才御妹玉英，花阴下跌死，朕急扶看，须臾苏醒，口叫‘丈夫慢行，等我一等！’朕只道是他跌昏了胡言。又问他详细，他说的话，与刘全一般。
",neutral
"你可认得你丈夫么？
",neutral
"汝等秉立丹衷，切休怠慢佛事。待后功成完备，各各福有所归，朕当重赏，决不空劳。
",happy
"萧瑀来奏何事？
",neutral
"那和尚，九环杖有甚好处？
",neutral
"大法长老，实不瞒你，朕今大开善教，广种福田，见在那化生寺聚集多僧，敷演经法。内中有一个大有德行者，法名玄奘。朕买你这两件宝物，赐他受用。你端的要价几何？
",neutral
"法师正讲谈妙法，被两个疥癞游僧扯下来乱说胡话。
",angry
"好菩萨，好菩萨！
",happy
"且收胜会，待我差人取得大乘经来，再秉丹诚，重修善果。
",neutral
"今日是人专吉星，堪宜出行远路。
",happy
"小的们何在？
",sad
"这叫的必是那山脚下石匣中老猿。
",neutral
"小长老那里去？
",surprise
"悟空！你从那里来也？
",surprise
"师父，这一座是甚么寺？
",neutral
"也罢，徒弟们走路辛苦，先去睡下，等我把这卷经来念一念。
",neutral
"那和尚是几时离了东土？唐王因甚事着你求经？
",neutral
"老爷放心，莫见雪深忧虑。我舍下颇有几石粮食，供养得老爷们半生。
",happy
"使客何来？
",neutral
"我是迎阳馆驿丞，有事见驾。
",neutral
"陛下，多蒙盛设，酒已彀了。请登宝殿，倒换关文，赶天早，送他三人出城罢。
",neutral
"大王，贫僧是东土唐王差往西天取经者，自别了长安，年深日久，就有些盘缠也使尽了。出家人专以乞化为由，那得个财帛？万望大王方便方便，让贫僧过去罢！
",angry
"似你大唐王有疾，能选高僧，不避路途遥远，拜我佛取经；寡人这里和尚，专心只是做贼，败国倾君！
",angry
"徒弟们，你看那是甚么去处？
",surprise
"法师，你那大唐，几朝君正？几辈臣贤？至于唐王，因甚作疾回生，着你远涉山川求经？
",angry
"法师，那贤臣是那邦来者？
",surprise
"你这相貌稀奇，声音不对，是那里来的，这般村强？
",surprise
"你休怕我，我是东土大唐差往大西天天竺国雷音寺见佛求经的和尚。我师父是唐王御弟唐三藏，我是他大徒弟孙悟空。因过你国倒换关文，见你君臣出榜招医，是我大施三折之肱，把他相思之病治好了。排宴谢我，饮酒之间，说出你被妖摄来，我会降龙伏虎，特请我来捉怪，救你回国。那战败先锋是我，打死小妖也是我。我见他门外凶狂，是我变作有来有去模样，舍身到此，与你通信。
",neutral
"悟空，这两日病体沉疴，不曾问得你，那个脱命的女菩萨，可有人送些饭与他吃？
",sad
"这老师是中华大唐来的人物，那三位是他高徒。
",neutral
"大王饶命，饶命！
",angry
"徒弟呀！这个极乐世界，也还有凶魔欺害哩！
",angry
"弟子委是穷寒路遥，不曾备得人事。这钵盂乃唐王亲手所赐，教弟子持此，沿路化斋。今特奉上，聊表寸心，万望尊者不鄙轻亵，将此收下，待回朝奏上唐王，定有厚谢。只是以有字真经赐下，庶不孤钦差之意，远涉之劳也。
",neutral
