"小弟既称齐天大圣，你们亦可以大圣称之。
",happy
"大圣，山神土地来见。
",neutral
"兄弟们放心，再不须思念，师父决不伤生，妖精与老孙有亲。
",happy
"是甚么人，在我这里吆喝！
",angry
"他要请老大王吃我师父，老大王断是牛魔王。我老孙当年与他相会，真个意合情投，交游甚厚，至如今我归正道，他还是邪魔。虽则久别，还记得他模样，且等老孙变作牛魔王，哄他一哄，看是何如。
",angry
"变！
",neutral
"老大王爷爷在这里也。
",neutral
"哥啊，这半日方回，如何这等哂笑，想救出师父来也？
",angry
"你师父可是唐三藏么？
",surprise
"你听老孙说，我本待斩尽杀绝，争奈你不曾犯法，二来看你令兄牛魔王的情上。先头来，我被钩了两下，未得水去。才然来，我是个调虎离山计，哄你出来争战，却着我师弟取水去了。老孙若肯拿出本事来打你，莫说你是一个甚么如意真仙，就是再有几个，也打死了。正是打死不如放生，且饶你教你活几年耳，已后再有取水者，切不可勒掯他。
",angry
"樵哥，问讯了。
",neutral
"孙悟空何在？
",neutral
"前年来请菩萨去降黄风怪的那个毛脸大圣又来了。
",angry
"师父，师兄来了！来了！
",happy
"大力王即牛魔王也。
",neutral
"你且说，早寻大力王何故？
",neutral
"女菩萨何往？
",neutral
"这贱婢，着实无知！牛王自到我家，未及二载，也不知送了他多少珠翠金银，绫罗缎匹。年供柴，月供米，自自在在受用，还不识羞，又来请他怎的！
",angry
"美人，休得烦恼。有甚话说？
",angry
"蟹介士初入瑶宫不知王礼，望尊公饶他去罢。
",neutral
"开门！
",happy
"是谁偷放牛爷的金睛兽也？
",angry
"猢狲原来把运用的方法儿也叨餂得来了。我若当面问他索取，他定然不与。倘若扇我一扇，要去十万八千里远，却不遂了他意？我闻得唐僧在那大路上等候。他二徒弟猪精，三徒弟沙流精，我当年做妖怪时也曾会他，且变作猪精的模样返骗他一场。料猢狲以得意为喜，必不详细提防。
",neutral
"兄弟，你往那里去？
",angry
"敢问尊神，那牛魔王法力如何？
",surprise
"慢来，慢来！吾奉玉帝旨意，特来此剿除你也！
",angry
"饶命
",angry
