"方今天下太平，八方宁静，应依古法，开立选场，招取贤士，擢用人材，以资化理。
",neutral
"新科状元陈光蕊应授何官？
",neutral
"这妄言祸福的妖人，擅惑众心的泼汉！你卦又不灵，言又狂谬！说今日下雨的时辰点数俱不相对，你还危然高坐，趁早去，饶你死罪！
",angry
"陛下，救我，救我！
",fear
"朕夜间得一怪梦，梦见一人迎面拜谒，口称是泾河龙王，犯了天条，该人曹官魏征处斩，拜告寡人救他，朕已许诺。今日班前独不见魏征，何也？
",surprise
"赦卿无罪。
",happy
"贤卿真是匡扶社稷之心劳，创立江山之力倦，所以不觉盹睡。
",happy
"陛下，海浅河枯曾有见，这般异事却无闻。
",surprise
"连日前门幸喜无事，今夜后门又响，却不又惊杀寡人也。
",sad
"陛下宽心，臣有一事，管保陛下长生。
",happy
"陛下，赦臣失误远迎之罪！
",angry
"泾河鬼龙告陛下许救而反杀之，何也？
",angry
"列位且住，不可，不可！假若惊动州县，恐生不测。且再按候一日，我主必还魂也。
",fear
"陛下有甚么放不下心处，说与我等，不要弄鬼，惊骇了眷族。
",neutral
"有事出班来奏，无事退朝。
",neutral
"朕别阎君，曾问宫中之事，他言老幼俱安，但恐御妹寿促。却才御妹玉英，花阴下跌死，朕急扶看，须臾苏醒，口叫‘丈夫慢行，等我一等！’朕只道是他跌昏了胡言。又问他详细，他说的话，与刘全一般。
",neutral
"佛法兴自屡朝，弘善遏恶，冥助国家，理无废弃。佛，圣人也。非圣者无法，请置严刑。
",neutral
"求证善事，有劳法师，无物酬谢。早间萧星迎着二僧，愿送锦襕异宝袈裟一件，九环锡杖一条。今特召法师领去受用。
",neutral
